Study_Hours,Internal_Marks,Extra_Activities,Sleep Hours,Assignment_Scores,Final_Marks,Attendance,Family_Income,Internet_Access,Placement_Status,Risk_Category,Performance_Level
8,77,No,6,7,70.0,68,44859,Yes,Not Placed,Safe,Good
8,61,No,6,9,54.0,94,56866,No,Placed,Safe,Average
7,65,No,5,7,55.0,68,52924,No,Not Placed,Safe,Average
8,61,Yes,9,3,55.0,70,48474,Yes,Placed,Safe,Average
3,44,Yes,6,7,25.0,76,87943,Yes,Not Placed,At Risk,Poor
2,74,No,6,6,52.0,61,29050,No,Placed,Safe,Average
7,41,No,4,7,31.0,94,85837,No,Not Placed,At Risk,Poor
8,74,Yes,5,0,68.0,68,25957,No,Not Placed,Safe,Good
1,48,No,4,2,19.0,94,77055,No,Not Placed,At Risk,Poor
9,90,No,5,9,87.0,61,69200,No,Placed,Safe,Excellent
4,90,Yes,8,5,71.0,63,56885,No,Not Placed,Safe,Good
4,88,Yes,9,0,74.0,76,61302,Yes,Placed,Safe,Good
3,57,No,6,3,35.0,68,54055,Yes,Not Placed,At Risk,Poor
6,82,No,5,8,69.0,94,20805,No,Not Placed,Safe,Good
1,51,Yes,6,6,24.0,92,57449,Yes,Placed,At Risk,Poor
6,42,No,6,0,29.0,64,56915,No,Placed,At Risk,Poor
2,57,Yes,7,5,34.0,77,67942,No,Placed,At Risk,Poor
9,95,Yes,4,5,93.0,89,42575,Yes,Placed,Safe,Excellent
2,77,No,9,1,52.0,78,43334,Yes,Placed,Safe,Average
7,46,Yes,5,5,37.0,68,87336,No,Placed,At Risk,Poor
1,72,Yes,8,9,49.0,82,81756,No,Placed,Safe,Average
7,45,Yes,9,1,38.0,90,82609,Yes,Placed,At Risk,Poor
5,57,No,7,7,44.0,94,39795,No,Not Placed,Safe,Average
8,84,No,4,6,75.0,97,90914,No,Placed,Safe,Good
4,61,No,8,5,44.0,78,36053,No,Placed,Safe,Average
7,90,Yes,8,9,84.0,93,67793,Yes,Not Placed,Safe,Excellent
6,78,Yes,6,5,65.0,75,30076,Yes,Not Placed,Safe,Good
5,90,No,4,8,75.0,84,40845,No,Not Placed,Safe,Good
4,48,Yes,7,8,29.0,66,67652,Yes,Not Placed,At Risk,Poor
7,74,Yes,5,9,67.0,99,53989,No,Placed,Safe,Good
5,62,No,5,9,50.0,79,76985,No,Not Placed,Safe,Average
5,51,Yes,7,1,38.0,62,69839,No,Placed,At Risk,Poor
1,91,Yes,6,2,66.0,90,82246,Yes,Placed,Safe,Good
2,63,Yes,6,9,42.0,60,84922,Yes,Placed,Safe,Average
5,89,Yes,8,6,76.0,73,29930,Yes,Placed,Safe,Good
3,79,Yes,4,9,64.0,93,84166,Yes,Not Placed,Safe,Good
2,48,Yes,8,8,26.0,75,29478,Yes,Placed,At Risk,Poor
4,52,No,5,5,31.0,88,20297,Yes,Not Placed,At Risk,Poor
4,79,No,7,0,63.0,85,92233,No,Placed,Safe,Good
4,93,Yes,4,6,77.0,74,29515,No,Placed,Safe,Good
4,81,No,7,0,61.0,85,54057,Yes,Placed,Safe,Good
3,56,No,4,4,33.0,90,62705,Yes,Placed,At Risk,Poor
7,46,No,9,8,39.0,64,23787,No,Not Placed,At Risk,Poor
9,56,Yes,5,9,52.0,71,22119,Yes,Not Placed,Safe,Average
5,94,No,5,9,82.0,65,63344,Yes,Not Placed,Safe,Excellent
4,89,Yes,9,8,73.0,83,36107,Yes,Placed,Safe,Good
2,63,No,4,0,37.0,75,88898,Yes,Placed,At Risk,Poor
2,41,No,6,5,16.0,77,81898,No,Placed,At Risk,Poor
5,74,Yes,4,2,59.0,87,72295,No,Placed,Safe,Average
7,67,No,5,8,59.0,91,65721,Yes,Not Placed,Safe,Average
9,58,Yes,7,2,56.0,83,67191,No,Placed,Safe,Average
7,72,No,8,1,59.0,92,22873,No,Placed,Safe,Average
5,60,No,7,7,46.0,76,66122,No,Not Placed,Safe,Average
6,92,No,5,2,80.0,73,27498,No,Not Placed,Safe,Excellent
3,49,No,7,4,30.0,89,56059,Yes,Not Placed,At Risk,Poor
5,92,Yes,6,5,78.0,80,96451,Yes,Placed,Safe,Good
8,85,Yes,6,9,81.0,85,71879,No,Not Placed,Safe,Excellent
1,84,No,4,9,57.0,99,37031,No,Placed,Safe,Average
1,48,Yes,7,0,24.0,63,42796,No,Not Placed,At Risk,Poor
7,77,No,7,6,66.0,70,34685,Yes,Placed,Safe,Good
5,45,Yes,5,6,31.0,65,95013,Yes,Placed,At Risk,Poor
5,90,Yes,4,4,73.0,61,94725,No,Not Placed,Safe,Good
1,92,Yes,4,8,66.0,62,40224,Yes,Not Placed,Safe,Good
9,81,No,7,1,78.0,88,50976,Yes,Not Placed,Safe,Good
1,94,Yes,8,4,66.0,99,91164,No,Not Placed,Safe,Good
5,74,Yes,7,1,57.0,81,52070,No,Not Placed,Safe,Average
9,57,No,7,1,50.0,96,55907,Yes,Placed,Safe,Average
4,92,No,7,8,77.0,64,80404,Yes,Placed,Safe,Good
8,58,No,6,6,54.0,60,34246,No,Placed,Safe,Average
6,44,Yes,9,3,30.0,84,37520,Yes,Not Placed,At Risk,Poor
3,64,Yes,4,7,43.0,84,90519,No,Placed,Safe,Average
4,50,Yes,9,3,34.0,84,35385,Yes,Not Placed,At Risk,Poor
2,49,Yes,6,0,26.0,97,22410,No,Placed,At Risk,Poor
1,56,Yes,8,9,36.0,72,53708,Yes,Not Placed,At Risk,Poor
8,75,Yes,5,2,69.0,68,22572,No,Not Placed,Safe,Good
1,65,No,8,9,39.0,88,61864,No,Not Placed,At Risk,Poor
1,70,Yes,4,0,44.0,90,78721,Yes,Not Placed,Safe,Average
4,71,Yes,5,1,56.0,88,38806,Yes,Not Placed,Safe,Average
6,60,Yes,9,1,47.0,68,42370,No,Placed,Safe,Average
9,57,No,8,6,56.0,83,98443,No,Placed,Safe,Average
1,99,Yes,4,3,73.0,83,80084,No,Placed,Safe,Good
7,57,No,8,9,48.0,72,93400,No,Placed,Safe,Average
5,40,Yes,5,8,24.0,87,91218,No,Not Placed,At Risk,Poor
8,53,No,5,1,49.0,87,25337,Yes,Placed,Safe,Average
7,47,No,8,8,41.0,85,70084,Yes,Not Placed,Safe,Average
4,41,No,6,5,24.0,78,65060,Yes,Placed,At Risk,Poor
4,90,Yes,8,9,72.0,77,37494,No,Placed,Safe,Good
6,54,No,9,7,45.0,69,89610,Yes,Placed,Safe,Average
6,99,Yes,8,6,92.0,68,37834,No,Not Placed,Safe,Excellent
9,73,No,8,7,68.0,88,25244,Yes,Placed,Safe,Good
5,75,Yes,6,8,62.0,81,90858,No,Not Placed,Safe,Good
8,40,No,7,7,36.0,72,35700,Yes,Not Placed,At Risk,Poor
5,90,No,5,5,77.0,66,33510,No,Placed,Safe,Good
2,60,Yes,9,7,40.0,95,74288,Yes,Placed,Safe,Average
6,81,No,4,7,69.0,86,39273,No,Not Placed,Safe,Good
9,40,Yes,5,1,38.0,77,37584,No,Placed,At Risk,Poor
3,71,No,5,1,50.0,60,93240,Yes,Not Placed,Safe,Average
1,59,No,7,0,33.0,97,31689,No,Placed,At Risk,Poor
1,93,Yes,5,9,69.0,79,60478,No,Placed,Safe,Good
3,86,Yes,5,1,63.0,95,23350,No,Not Placed,Safe,Good
5,75,Yes,6,6,59.0,74,71652,Yes,Placed,Safe,Average
3,78,No,6,2,54.0,62,68859,No,Placed,Safe,Average
9,69,Yes,6,3,65.0,81,61541,Yes,Placed,Safe,Good
8,46,Yes,6,3,41.0,91,40196,Yes,Not Placed,Safe,Average
3,61,No,6,3,41.0,85,77146,Yes,Placed,Safe,Average
9,96,Yes,9,1,94.0,90,36978,Yes,Not Placed,Safe,Excellent
6,89,Yes,4,5,80.0,74,62203,No,Not Placed,Safe,Excellent
7,84,No,7,0,74.0,79,83071,No,Not Placed,Safe,Good
4,49,No,8,4,33.0,67,47955,Yes,Not Placed,At Risk,Poor
4,95,No,9,1,78.0,91,35014,No,Placed,Safe,Good
2,47,No,6,8,21.0,60,90164,No,Placed,At Risk,Poor
5,66,No,7,1,49.0,76,22034,Yes,Not Placed,Safe,Average
8,49,Yes,8,5,43.0,87,40754,No,Not Placed,Safe,Average
7,53,No,5,3,40.0,69,51388,Yes,Placed,Safe,Average
7,85,No,9,5,77.0,79,61861,Yes,Not Placed,Safe,Good
6,98,No,5,1,84.0,94,80004,Yes,Not Placed,Safe,Excellent
3,91,Yes,7,1,74.0,68,80091,Yes,Placed,Safe,Good
5,93,Yes,4,6,78.0,91,96462,No,Placed,Safe,Good
1,50,Yes,4,2,21.0,66,65945,Yes,Placed,At Risk,Poor
7,45,Yes,7,2,34.0,70,36664,Yes,Placed,At Risk,Poor
9,60,No,4,6,54.0,72,71809,Yes,Placed,Safe,Average
1,72,No,4,7,47.0,98,67485,Yes,Not Placed,Safe,Average
2,58,No,5,6,36.0,73,60519,No,Placed,At Risk,Poor
3,78,Yes,4,2,53.0,87,60692,Yes,Not Placed,Safe,Average
3,63,No,4,2,45.0,75,75086,Yes,Placed,Safe,Average
8,57,Yes,7,6,52.0,83,54970,Yes,Not Placed,Safe,Average
7,74,Yes,4,2,66.0,82,82039,Yes,Not Placed,Safe,Good
6,91,Yes,9,1,79.0,94,22985,Yes,Placed,Safe,Good
4,82,No,6,6,63.0,64,69084,Yes,Not Placed,Safe,Good
9,76,No,6,2,72.0,76,59743,Yes,Placed,Safe,Good
1,58,No,7,4,33.0,72,74593,No,Placed,At Risk,Poor
2,92,No,6,6,70.0,89,61105,No,Placed,Safe,Good
4,63,Yes,5,1,47.0,82,40962,No,Not Placed,Safe,Average
3,95,No,9,7,73.0,61,20152,Yes,Placed,Safe,Good
1,73,Yes,9,1,50.0,81,38609,Yes,Placed,Safe,Average
5,61,Yes,7,3,48.0,69,40130,Yes,Placed,Safe,Average
7,43,Yes,4,3,33.0,83,27994,No,Not Placed,At Risk,Poor
2,96,Yes,6,7,72.0,98,61023,Yes,Not Placed,Safe,Good
5,49,Yes,5,0,31.0,93,59730,Yes,Not Placed,At Risk,Poor
6,41,Yes,7,8,32.0,78,57885,Yes,Placed,At Risk,Poor
7,47,Yes,7,5,34.0,91,42310,Yes,Not Placed,At Risk,Poor
1,72,No,4,3,41.0,76,47607,No,Not Placed,Safe,Average
7,98,No,8,5,91.0,81,32724,No,Placed,Safe,Excellent
4,77,Yes,6,5,61.0,74,41035,Yes,Placed,Safe,Good
8,82,No,5,8,75.0,86,74940,Yes,Not Placed,Safe,Good
4,98,No,7,3,80.0,63,80577,Yes,Not Placed,Safe,Excellent
6,67,No,6,7,57.0,98,63736,Yes,Not Placed,Safe,Average
9,49,No,5,0,46.0,90,72744,Yes,Not Placed,Safe,Average
5,84,Yes,9,5,71.0,73,90409,No,Not Placed,Safe,Good
4,40,No,9,4,21.0,69,92659,Yes,Placed,At Risk,Poor
8,73,Yes,5,2,69.0,95,45902,Yes,Not Placed,Safe,Good
9,42,Yes,9,3,37.0,70,94154,No,Placed,At Risk,Poor
4,48,No,7,7,32.0,98,99727,No,Not Placed,At Risk,Poor
3,44,No,6,9,26.0,73,42001,Yes,Placed,At Risk,Poor
8,81,Yes,5,1,74.0,95,87025,Yes,Not Placed,Safe,Good
5,49,Yes,7,7,34.0,77,86731,Yes,Placed,At Risk,Poor
2,51,No,6,6,24.0,66,68544,Yes,Placed,At Risk,Poor
9,57,No,6,0,53.0,81,95988,Yes,Placed,Safe,Average
3,97,Yes,7,1,74.0,92,78233,Yes,Not Placed,Safe,Good
2,60,No,6,6,37.0,60,93355,Yes,Placed,At Risk,Poor
1,60,Yes,8,2,31.0,67,81782,No,Not Placed,At Risk,Poor
8,40,Yes,5,1,29.0,68,32868,No,Placed,At Risk,Poor
3,42,Yes,5,0,21.0,63,28492,No,Placed,At Risk,Poor
7,44,Yes,6,6,37.0,80,59185,No,Placed,At Risk,Poor
1,64,No,7,2,37.0,82,71248,Yes,Not Placed,At Risk,Poor
1,97,Yes,4,5,73.0,85,69755,No,Not Placed,Safe,Good
9,88,Yes,9,9,87.0,68,69216,No,Not Placed,Safe,Excellent
8,47,No,6,7,45.0,90,75581,No,Placed,Safe,Average
3,56,No,4,5,32.0,65,88498,No,Not Placed,At Risk,Poor
6,48,Yes,6,6,35.0,93,30363,Yes,Not Placed,At Risk,Poor
3,71,No,4,5,52.0,93,25508,No,Placed,Safe,Average
4,45,No,6,6,27.0,81,73740,Yes,Placed,At Risk,Poor
1,88,Yes,7,4,65.0,92,51951,No,Placed,Safe,Good
5,79,No,9,8,64.0,93,57153,No,Not Placed,Safe,Good
1,60,No,4,2,30.0,99,25770,Yes,Not Placed,At Risk,Poor
1,46,No,8,5,22.0,89,29903,No,Placed,At Risk,Poor
7,46,No,7,8,35.0,71,48990,Yes,Not Placed,At Risk,Poor
6,86,No,9,0,72.0,70,44052,No,Placed,Safe,Good
2,78,Yes,6,4,55.0,71,92854,No,Not Placed,Safe,Average
2,93,No,4,3,71.0,90,68981,Yes,Not Placed,Safe,Good
7,66,Yes,9,8,60.0,69,51189,Yes,Placed,Safe,Good
1,47,Yes,5,0,19.0,67,46980,Yes,Placed,At Risk,Poor
2,48,No,7,3,25.0,88,57108,Yes,Not Placed,At Risk,Poor
8,67,No,4,0,55.0,93,97284,Yes,Placed,Safe,Average
6,54,No,7,2,41.0,98,35417,No,Not Placed,Safe,Average
2,41,No,4,3,17.0,72,29850,Yes,Not Placed,At Risk,Poor
7,46,No,5,0,36.0,71,68142,No,Not Placed,At Risk,Poor
4,86,No,8,4,71.0,71,23983,No,Placed,Safe,Good
2,57,No,5,5,35.0,95,77453,Yes,Not Placed,At Risk,Poor
6,61,No,6,0,48.0,74,57125,No,Placed,Safe,Average
9,89,No,7,9,82.0,75,93667,No,Placed,Safe,Excellent
9,49,No,8,9,48.0,70,87086,No,Not Placed,Safe,Average
8,93,No,7,3,86.0,82,21898,No,Placed,Safe,Excellent
3,89,No,9,3,69.0,64,90998,No,Placed,Safe,Good
3,72,Yes,4,0,50.0,85,55186,Yes,Placed,Safe,Average
2,46,No,6,1,22.0,86,46638,No,Not Placed,At Risk,Poor
5,42,Yes,6,9,25.0,63,21751,No,Placed,At Risk,Poor
4,53,Yes,7,4,33.0,95,56743,No,Not Placed,At Risk,Poor
7,83,No,6,1,71.0,64,63898,No,Not Placed,Safe,Good
4,85,Yes,7,2,70.0,91,93920,Yes,Not Placed,Safe,Good
9,75,No,4,8,71.0,64,73134,Yes,Not Placed,Safe,Good
2,52,No,4,4,28.0,84,86772,Yes,Not Placed,At Risk,Poor
6,55,Yes,7,0,44.0,72,26083,No,Not Placed,Safe,Average
7,55,No,5,4,46.0,89,22807,Yes,Placed,Safe,Average
4,93,Yes,5,2,76.0,96,44218,No,Not Placed,Safe,Good
6,44,Yes,4,0,29.0,97,77336,No,Placed,At Risk,Poor
7,91,No,8,2,84.0,97,33311,No,Placed,Safe,Excellent
4,64,Yes,5,5,47.0,79,62996,Yes,Not Placed,Safe,Average
8,77,Yes,7,9,70.0,84,40782,Yes,Placed,Safe,Good
9,77,No,4,4,73.0,74,60437,Yes,Placed,Safe,Good
1,89,Yes,6,0,63.0,65,38742,Yes,Not Placed,Safe,Good
7,77,No,6,1,68.0,62,77478,Yes,Placed,Safe,Good
9,78,No,5,4,74.0,98,41752,Yes,Placed,Safe,Good
5,95,No,8,8,82.0,70,67980,No,Placed,Safe,Excellent
2,95,No,9,4,77.0,89,54063,Yes,Not Placed,Safe,Good
6,87,Yes,5,4,77.0,96,40136,No,Not Placed,Safe,Good
7,80,No,8,0,71.0,66,78410,No,Placed,Safe,Good
2,65,Yes,5,4,39.0,88,38223,No,Not Placed,At Risk,Poor
2,98,Yes,6,7,77.0,84,84535,No,Placed,Safe,Good
1,52,No,8,8,25.0,79,76624,Yes,Not Placed,At Risk,Poor
4,83,No,6,9,63.0,78,69122,No,Not Placed,Safe,Good
7,90,No,7,2,80.0,73,56076,No,Not Placed,Safe,Excellent
9,65,Yes,7,3,62.0,89,67250,No,Not Placed,Safe,Good
3,94,No,4,6,75.0,81,83883,No,Placed,Safe,Good
7,94,Yes,6,6,88.0,71,23599,Yes,Not Placed,Safe,Excellent
7,40,No,6,0,31.0,73,21978,Yes,Not Placed,At Risk,Poor
7,47,No,4,5,36.0,96,75977,Yes,Not Placed,At Risk,Poor
2,43,Yes,7,8,21.0,85,40169,No,Not Placed,At Risk,Poor
6,60,Yes,7,4,50.0,63,37857,Yes,Not Placed,Safe,Average
2,61,No,8,7,40.0,80,41488,Yes,Not Placed,Safe,Average
6,90,No,8,9,81.0,73,91735,Yes,Placed,Safe,Excellent
3,92,No,9,8,75.0,78,28498,No,Placed,Safe,Good
2,97,Yes,7,9,76.0,67,47312,No,Placed,Safe,Good
6,76,No,9,9,66.0,73,64720,No,Placed,Safe,Good
2,88,No,5,2,59.0,87,42757,No,Not Placed,Safe,Average
5,42,Yes,6,0,26.0,65,94192,No,Placed,At Risk,Poor
2,58,No,8,1,33.0,62,53591,No,Placed,At Risk,Poor
3,40,Yes,5,4,19.0,61,66336,No,Not Placed,At Risk,Poor
3,68,Yes,8,9,49.0,73,81603,Yes,Not Placed,Safe,Average
6,62,No,4,6,50.0,65,29796,No,Placed,Safe,Average
6,72,No,6,5,56.0,75,47150,No,Placed,Safe,Average
3,94,Yes,9,3,74.0,73,82164,No,Not Placed,Safe,Good
3,91,Yes,9,8,72.0,66,44082,Yes,Placed,Safe,Good
1,80,No,8,3,53.0,63,50555,No,Placed,Safe,Average
7,62,Yes,7,2,60.0,65,72880,Yes,Placed,Safe,Good
8,44,Yes,9,4,35.0,89,96598,No,Not Placed,At Risk,Poor
2,46,No,4,3,22.0,87,80345,Yes,Not Placed,At Risk,Poor
4,96,Yes,4,1,80.0,84,43115,No,Not Placed,Safe,Excellent
7,97,Yes,7,2,88.0,75,51695,Yes,Placed,Safe,Excellent
8,45,Yes,4,6,39.0,82,34657,Yes,Placed,At Risk,Poor
1,88,Yes,6,1,63.0,76,80378,No,Not Placed,Safe,Good
4,61,Yes,8,0,44.0,93,87886,No,Not Placed,Safe,Average
6,88,Yes,4,1,72.0,94,36159,Yes,Placed,Safe,Good
3,52,No,6,7,33.0,77,98322,No,Not Placed,At Risk,Poor
5,51,No,7,7,39.0,74,76827,No,Placed,At Risk,Poor
9,43,No,8,9,45.0,76,60844,No,Placed,Safe,Average
3,47,No,7,1,23.0,75,66757,Yes,Not Placed,At Risk,Poor
5,76,Yes,8,5,63.0,90,63502,No,Not Placed,Safe,Good
8,70,No,4,6,63.0,98,95301,No,Placed,Safe,Good
6,76,Yes,4,0,63.0,63,85583,Yes,Placed,Safe,Good
4,84,No,8,6,64.0,86,76395,No,Placed,Safe,Good
8,65,Yes,6,7,62.0,98,80297,Yes,Not Placed,Safe,Good
3,82,No,6,8,64.0,76,42175,Yes,Placed,Safe,Good
3,47,Yes,6,7,28.0,90,83303,Yes,Placed,At Risk,Poor
4,79,No,5,2,60.0,64,64987,Yes,Placed,Safe,Good
9,72,No,9,7,70.0,69,44279,Yes,Not Placed,Safe,Good
5,84,No,9,2,70.0,89,46858,Yes,Not Placed,Safe,Good
8,68,No,9,5,60.0,73,96346,No,Placed,Safe,Good
6,44,No,6,3,33.0,64,69040,No,Placed,At Risk,Poor
3,67,Yes,4,6,46.0,94,71092,Yes,Not Placed,Safe,Average
8,92,No,5,7,88.0,64,76791,Yes,Placed,Safe,Excellent
9,79,Yes,6,9,78.0,82,42649,No,Placed,Safe,Good
8,56,No,4,5,47.0,79,84812,No,Placed,Safe,Average
4,94,No,5,9,75.0,74,57059,Yes,Not Placed,Safe,Good
6,62,No,4,3,51.0,60,89957,Yes,Placed,Safe,Average
1,84,Yes,8,7,61.0,64,73458,Yes,Not Placed,Safe,Good
4,48,No,4,6,29.0,88,63294,Yes,Placed,At Risk,Poor
8,41,No,5,9,36.0,87,53662,No,Placed,At Risk,Poor
1,71,Yes,6,7,44.0,74,62149,Yes,Not Placed,Safe,Average
3,90,Yes,9,9,75.0,69,23722,Yes,Placed,Safe,Good
1,91,Yes,5,6,63.0,67,33828,No,Placed,Safe,Good
9,88,Yes,6,2,85.0,60,27575,No,Placed,Safe,Excellent
2,70,No,6,2,46.0,72,42745,Yes,Placed,Safe,Average
9,46,Yes,7,8,44.0,69,37680,Yes,Not Placed,Safe,Average
4,69,Yes,8,6,55.0,63,64755,Yes,Placed,Safe,Average
2,97,No,7,0,76.0,97,53739,Yes,Placed,Safe,Good
4,42,Yes,9,2,25.0,84,75604,Yes,Not Placed,At Risk,Poor
6,90,Yes,5,0,74.0,75,40956,No,Not Placed,Safe,Good
7,90,Yes,7,5,79.0,71,94929,No,Not Placed,Safe,Good
3,95,No,9,1,75.0,62,33868,No,Placed,Safe,Good
3,48,Yes,6,6,28.0,73,52349,No,Not Placed,At Risk,Poor
8,49,Yes,5,7,44.0,72,21897,No,Placed,Safe,Average
5,85,Yes,7,5,72.0,93,76907,No,Not Placed,Safe,Good
4,89,No,4,4,72.0,66,26158,No,Placed,Safe,Good
7,97,No,9,9,94.0,61,79320,No,Placed,Safe,Excellent
7,86,Yes,9,3,79.0,91,59200,No,Placed,Safe,Good
9,65,No,8,8,64.0,63,79484,No,Placed,Safe,Good
9,40,Yes,4,7,35.0,62,38446,Yes,Not Placed,At Risk,Poor
5,69,No,5,4,54.0,70,41664,Yes,Not Placed,Safe,Average
8,96,No,7,0,90.0,80,71548,Yes,Placed,Safe,Excellent
1,77,Yes,6,7,52.0,74,53520,No,Not Placed,Safe,Average
9,54,Yes,7,7,50.0,75,51815,No,Not Placed,Safe,Average
8,64,Yes,5,6,58.0,73,99635,No,Placed,Safe,Average
6,45,No,5,6,33.0,60,26338,No,Placed,At Risk,Poor
3,57,Yes,5,7,38.0,85,98025,Yes,Not Placed,At Risk,Poor
3,40,No,5,0,17.0,73,50023,No,Placed,At Risk,Poor
8,95,No,9,2,90.0,83,98452,No,Not Placed,Safe,Excellent
5,42,Yes,7,3,32.0,98,82021,Yes,Not Placed,At Risk,Poor
7,56,No,4,5,46.0,70,94234,No,Placed,Safe,Average
5,87,No,6,9,76.0,78,72558,No,Not Placed,Safe,Good
8,47,Yes,6,9,45.0,87,96725,No,Not Placed,Safe,Average
4,99,No,8,8,81.0,62,64228,Yes,Not Placed,Safe,Excellent
2,88,No,9,3,66.0,85,22000,Yes,Placed,Safe,Good
3,79,Yes,5,5,59.0,76,26032,Yes,Placed,Safe,Average
8,56,Yes,5,8,54.0,63,63699,No,Placed,Safe,Average
7,64,Yes,5,8,59.0,83,65282,No,Placed,Safe,Average
2,80,No,9,5,55.0,83,71809,No,Not Placed,Safe,Average
6,51,No,4,4,36.0,65,43010,No,Not Placed,At Risk,Poor
9,68,No,5,2,66.0,61,61004,Yes,Not Placed,Safe,Good
4,64,Yes,8,4,47.0,93,93035,Yes,Placed,Safe,Average
9,90,No,8,2,89.0,94,91870,No,Not Placed,Safe,Excellent
2,75,No,4,4,50.0,94,73739,Yes,Not Placed,Safe,Average
2,92,No,9,9,69.0,86,47298,Yes,Placed,Safe,Good
9,93,Yes,5,9,94.0,94,46827,No,Placed,Safe,Excellent
7,64,Yes,7,0,54.0,60,58935,Yes,Not Placed,Safe,Average
7,68,Yes,7,5,60.0,87,98029,No,Not Placed,Safe,Good
1,50,No,6,6,22.0,66,83134,Yes,Placed,At Risk,Poor
6,99,No,4,1,84.0,77,25079,No,Placed,Safe,Excellent
7,43,Yes,7,2,34.0,94,32960,No,Placed,At Risk,Poor
6,53,Yes,6,9,40.0,94,27991,Yes,Placed,Safe,Average
6,85,No,8,8,78.0,72,20423,No,Placed,Safe,Good
2,77,Yes,6,7,56.0,79,61172,No,Not Placed,Safe,Average
6,56,No,5,3,45.0,72,98101,Yes,Placed,Safe,Average
4,41,Yes,5,7,23.0,88,78642,Yes,Not Placed,At Risk,Poor
9,47,Yes,8,7,45.0,62,71247,No,Not Placed,Safe,Average
1,75,Yes,4,5,50.0,85,21579,No,Not Placed,Safe,Average
8,49,No,9,0,37.0,63,79028,No,Not Placed,At Risk,Poor
5,46,Yes,5,1,29.0,67,42254,No,Not Placed,At Risk,Poor
1,75,No,5,3,44.0,83,42400,Yes,Not Placed,Safe,Average
4,55,Yes,6,3,38.0,77,49800,No,Not Placed,At Risk,Poor
1,53,Yes,6,1,24.0,70,96898,Yes,Placed,At Risk,Poor
6,55,No,6,8,43.0,64,25919,No,Placed,Safe,Average
2,64,No,7,1,39.0,78,74047,No,Placed,At Risk,Poor
5,80,Yes,8,5,70.0,73,89441,No,Placed,Safe,Good
7,43,No,4,4,37.0,87,64221,No,Placed,At Risk,Poor
2,68,Yes,6,3,47.0,93,69520,No,Placed,Safe,Average
6,95,No,4,5,85.0,97,47432,Yes,Not Placed,Safe,Excellent
6,45,No,6,3,32.0,68,29080,No,Placed,At Risk,Poor
5,40,Yes,5,8,24.0,66,27523,Yes,Placed,At Risk,Poor
5,78,Yes,4,9,60.0,91,63900,Yes,Placed,Safe,Good
3,40,No,7,6,20.0,85,55979,Yes,Placed,At Risk,Poor
2,90,No,6,2,66.0,60,20794,Yes,Not Placed,Safe,Good
7,79,Yes,9,9,74.0,94,71733,Yes,Not Placed,Safe,Good
1,96,No,8,3,70.0,67,49091,No,Placed,Safe,Good
6,42,No,5,0,25.0,68,84077,Yes,Placed,At Risk,Poor
6,40,No,6,5,25.0,95,48452,Yes,Placed,At Risk,Poor
3,40,No,4,1,20.0,92,68509,Yes,Not Placed,At Risk,Poor
2,78,Yes,6,3,59.0,65,52094,Yes,Not Placed,Safe,Average
2,60,Yes,5,4,33.0,68,48230,No,Not Placed,At Risk,Poor
9,84,No,8,7,81.0,61,81357,Yes,Not Placed,Safe,Excellent
5,69,No,8,2,51.0,98,42522,No,Placed,Safe,Average
7,71,Yes,8,5,64.0,97,35402,No,Not Placed,Safe,Good
5,72,No,9,0,58.0,65,92304,Yes,Placed,Safe,Average
7,87,No,5,8,78.0,62,66496,Yes,Not Placed,Safe,Good
4,61,No,9,0,43.0,64,32283,Yes,Not Placed,Safe,Average
8,69,No,9,1,64.0,64,67417,Yes,Placed,Safe,Good
7,93,No,6,0,85.0,77,43164,No,Placed,Safe,Excellent
5,85,Yes,5,7,73.0,78,56057,Yes,Placed,Safe,Good
6,43,No,5,3,32.0,73,24448,Yes,Not Placed,At Risk,Poor
5,62,No,6,1,46.0,75,67484,Yes,Not Placed,Safe,Average
7,94,No,7,6,85.0,88,78948,No,Placed,Safe,Excellent
2,83,Yes,9,7,64.0,62,96419,No,Placed,Safe,Good
5,64,No,8,8,50.0,85,65425,No,Not Placed,Safe,Average
3,51,No,4,4,29.0,60,73307,No,Not Placed,At Risk,Poor
9,56,Yes,9,2,53.0,86,62901,No,Placed,Safe,Average
6,92,Yes,4,0,83.0,74,85063,No,Not Placed,Safe,Excellent
3,54,Yes,6,7,36.0,83,82529,No,Not Placed,At Risk,Poor
7,49,Yes,4,5,37.0,67,67122,Yes,Placed,At Risk,Poor
4,74,No,7,4,57.0,81,49720,No,Placed,Safe,Average
3,94,No,5,6,75.0,88,73193,Yes,Placed,Safe,Good
8,91,No,8,4,84.0,64,94698,No,Not Placed,Safe,Excellent
4,91,Yes,4,3,74.0,66,90680,Yes,Placed,Safe,Good
1,68,No,4,4,40.0,83,91181,No,Placed,Safe,Average
6,51,Yes,6,6,37.0,96,59514,Yes,Not Placed,At Risk,Poor
1,40,Yes,6,5,11.0,87,43235,No,Not Placed,At Risk,Poor
5,40,No,5,9,28.0,98,48350,Yes,Placed,At Risk,Poor
7,49,Yes,8,9,40.0,69,37702,No,Not Placed,Safe,Average
6,57,Yes,4,8,47.0,99,43496,Yes,Placed,Safe,Average
2,86,No,5,9,65.0,71,64654,No,Placed,Safe,Good
4,41,No,8,1,22.0,62,37066,No,Placed,At Risk,Poor
